player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Dare Ogunbowale,12329,HB,HST,1,0,,0,0,13,,59.0,60.0,60.0,60.0,,,0,2,1,1,0.0,0,0
Caleb Johnson,12488,LB,JAX,1,0,,0,0,15,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Sione Takitaki,12666,LB,NE,11,6,3.9,0,0,19,65.5,63.0,83.2,55.9,59.5,44.0,17.6,3,0,111,112,1.8,2,8
Sam Eguavoen,15301,LB,NYJ,7,2,2.8,0,0,22,62.0,67.7,75.2,53.5,68.6,54.2,11.1,1,0,51,53,7.8,4,6
Ross Dwelley,20994,TE,ATL,1,0,,0,0,2,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Sam Kamara,24176,DI,CLV,11,5,2.4,0,0,8,60.0,65.7,84.0,60.6,64.3,61.6,7.1,1,0,131,134,4.6,6,8
Nathan Shepherd,24614,DI,NO,16,11,2.4,1,0,20,59.2,43.4,48.1,66.9,32.6,52.1,7.7,3,3,242,253,6.6,16,25
Foyesade Oluokun,24904,LB,JAX,13,21,3.4,1,0,15,69.5,68.5,64.6,74.1,62.8,64.6,14.9,10,4,332,344,6.0,20,36
Levi Wallace,25445,CB,DEN,6,1,7.7,1,0,10,64.3,66.9,84.5,58.5,79.3,79.4,0.0,0,1,70,70,1.4,1,3
Anfernee Jennings,25449,ED,NE,16,13,2.1,0,1,19,54.1,66.9,70.6,59.2,73.0,67.0,7.4,5,2,397,405,9.3,37,50
Sean Murphy-Bunting,25891,CB,ARZ,15,5,5.2,2,1,1,53.1,56.5,52.9,59.0,70.0,29.3,20.0,4,9,297,306,2.0,6,11
Clelin Ferrell,25955,ED,WAS,17,8,4.9,2,0,32,57.3,51.7,23.6,58.8,55.0,46.9,17.2,5,5,215,220,4.7,10,16
Dexter Lawrence,25991,DI,NYG,12,11,2.4,0,1,21,58.5,89.9,88.6,81.4,83.8,47.9,8.6,3,1,213,217,7.0,15,21
KhaDarel Hodge,26104,WR,ATL,1,0,-2.0,0,0,2,,60.0,66.4,60.0,60.0,70.8,0.0,0,1,1,1,100.0,1,1
Maxx Crosby,26316,ED,LV,12,9,-0.2,2,0,23,66.1,74.3,46.9,70.1,73.5,48.7,14.7,5,6,284,295,5.6,16,20
Jeremiah Moon,26453,ED,PIT,9,0,13.0,0,0,25,46.0,44.2,81.8,46.5,53.5,69.2,0.0,0,0,47,48,0.0,0,1
D.J. Reed,26940,CB,NYJ,14,3,9.2,2,0,22,70.1,70.7,42.0,71.8,71.8,64.3,15.4,4,11,361,374,1.4,5,19
Isaiah Rodgers,27069,CB,PHI,15,1,1.0,0,1,24,70.5,73.2,84.5,,83.4,51.3,0.0,0,1,144,145,0.7,1,1
Bryce Huff,27128,ED,PHI,13,2,3.3,0,0,24,51.8,69.8,86.8,69.9,60.3,64.0,0.0,0,0,99,101,5.1,5,7
Siran Neal,27130,CB,MIA,9,0,4.5,0,0,17,60.1,53.9,78.7,56.9,41.8,43.2,33.3,1,1,24,24,0.0,0,2
Montez Sweat,27271,ED,CHI,16,6,0.9,1,0,6,49.9,65.7,39.2,67.6,65.5,61.2,4.8,1,5,242,247,5.0,12,14
Devin Bush,27375,LB,CLV,16,21,3.7,0,0,8,57.9,79.2,81.6,77.5,86.4,80.6,10.3,6,0,269,273,6.3,17,31
Michael Dwumfour,27376,DI,CLV,1,0,,0,0,8,,37.4,69.7,60.0,46.0,,,0,0,4,4,0.0,0,0
David Long Jr.,27377,CB,IND,1,0,,0,0,14,42.0,29.9,0.0,,60.0,,,0,2,2,2,0.0,0,0
Joshua Uche,27379,ED,KC,9,3,3.9,1,0,16,29.5,54.9,30.0,68.7,70.2,54.6,16.7,2,3,65,67,6.2,4,7
D'Angelo Ross,27732,CB,HST,5,1,2.0,0,0,13,66.6,65.6,89.1,,56.5,29.9,50.0,2,0,72,73,1.4,1,1
Khalil Dorsey,27819,CB,DET,5,1,4.3,0,0,11,46.8,47.7,77.9,,54.6,62.9,16.7,1,0,24,24,4.2,1,4
Armon Watts,27844,DI,NYG,5,4,0.5,0,0,21,60.0,58.8,79.7,71.5,46.9,29.2,14.3,1,0,39,40,5.1,2,2
Joe Gaziano,27949,ED,JAX,3,1,3.3,0,0,15,,48.8,80.0,42.5,58.7,44.1,0.0,0,0,21,21,4.8,1,3
DaVon Hamilton,28072,DI,JAX,17,13,2.2,0,0,15,66.7,54.5,88.0,50.6,54.2,53.5,6.9,4,0,267,275,12.4,33,41
Dre'Mont Jones,28075,ED,SEA,17,6,1.8,0,0,29,37.7,54.3,53.9,66.0,45.5,54.6,5.3,1,3,217,230,4.1,9,12
Malik Harrison,28081,LB,BLT,17,16,2.1,0,0,3,29.9,51.6,86.2,62.6,69.7,41.4,11.4,5,0,213,217,8.5,18,23
Jerome Baker,28091,LB,TEN,10,12,3.0,1,1,31,60.7,61.0,24.4,54.9,65.7,55.0,16.7,6,3,229,236,4.8,11,18
Neville Gallimore,28094,DI,LA,16,11,3.8,0,0,26,60.0,49.9,84.8,56.0,47.1,48.3,11.1,3,0,159,165,3.8,6,13
Tremon Smith,28196,CB,DEN,3,0,,0,0,10,36.9,41.8,81.1,,61.5,,,0,0,10,10,0.0,0,0
Troy Dye,28251,LB,LAC,11,9,3.4,0,0,27,53.5,65.6,81.2,56.7,77.3,67.9,4.9,2,0,144,147,9.0,13,30
Brenden Schooler,28253,S,NE,2,0,,0,0,19,57.2,67.2,78.7,82.3,61.2,79.5,,0,0,9,9,0.0,0,0
Kevin Givens,28308,DI,SF,8,2,1.3,0,0,28,60.0,49.6,48.9,68.2,38.4,44.8,14.3,1,1,74,77,5.4,4,4
Myles Adams,28430,DI,DET,7,1,4.7,0,0,11,59.3,59.3,80.0,61.5,56.2,45.8,20.0,1,0,35,37,5.7,2,3
Bilal Nichols,28451,DI,ARZ,6,3,2.4,0,0,1,60.0,39.6,46.4,54.1,39.8,43.6,11.1,1,1,86,88,3.5,3,5
DeShon Elliott,28854,S,PIT,16,18,5.5,1,1,25,63.3,71.1,65.1,63.7,83.9,90.6,1.7,1,2,342,352,5.3,18,41
Jack Jones,29050,CB,LV,17,9,5.7,3,0,23,52.9,53.9,45.5,80.2,58.6,39.1,22.6,7,7,382,396,1.8,7,15
David Long Jr.,29367,LB,DET,10,3,2.6,0,0,11,41.3,38.6,83.0,60.6,41.8,27.1,40.6,13,0,144,152,9.0,13,16
Germaine Pratt,29407,LB,CIN,17,15,4.1,1,1,7,53.4,60.6,70.7,54.5,70.1,47.6,9.1,7,2,427,431,6.6,28,55
Chris Board,29456,LB,BLT,11,6,5.0,0,0,3,66.4,65.5,82.1,63.2,58.6,66.6,0.0,0,0,74,76,1.4,1,4
Logan Wilson,29623,LB,CIN,11,21,3.9,0,1,7,57.0,72.4,85.8,55.8,90.0,66.0,3.8,2,0,292,297,6.2,18,29
Ty Summers,30242,LB,NYG,4,7,2.0,0,0,21,46.6,64.0,81.9,53.1,78.3,73.9,11.1,2,0,58,59,12.1,7,9
Andrew Van Ginkel,30267,ED,MIN,18,13,4.4,2,0,18,81.0,71.4,73.1,64.7,61.5,46.4,18.6,8,2,309,325,3.9,12,22
T.J. Edwards,30737,LB,CHI,17,23,2.6,0,0,6,56.9,60.7,85.8,67.5,60.5,74.9,7.0,5,0,457,467,6.6,30,43
George Odum,31342,S,SF,7,1,5.3,0,0,28,66.7,70.5,79.5,,69.8,57.0,16.7,1,0,41,43,4.9,2,4
Khalen Saunders,31534,DI,NO,13,7,4.2,0,0,20,65.7,54.7,70.9,60.6,49.2,58.3,8.8,3,1,223,227,5.8,13,24
Abdullah Anderson,32708,DI,TEN,3,0,,0,0,31,,62.4,77.6,56.4,64.0,,,0,0,18,18,0.0,0,0
Dane Jackson,32989,CB,CAR,9,5,1.7,0,0,5,36.4,33.8,81.0,40.8,38.4,27.1,27.3,3,1,86,90,2.3,2,3
Cam Gill,33560,ED,CAR,10,6,6.1,0,0,5,36.1,49.1,82.9,51.2,56.1,63.2,6.3,1,0,115,118,1.7,2,9
Robert Rochell,33693,CB,GB,1,0,,0,0,12,,60.0,64.5,,60.0,,,0,0,1,1,0.0,0,0
Eric Johnson,33698,DI,NE,10,7,2.7,0,0,19,62.3,54.2,83.1,58.3,50.4,61.5,6.7,1,0,105,109,2.9,3,7
Mike Hughes,34057,CB,ATL,15,5,5.8,0,0,2,71.4,71.9,86.3,52.4,68.2,46.2,23.1,6,1,255,265,2.7,7,15
Kendall Sheffield,34105,CB,NYJ,3,1,4.3,0,0,22,39.3,46.7,79.3,59.5,79.9,62.6,0.0,0,0,29,29,6.9,2,4
Kris Boyd,34222,CB,HST,2,0,6.0,0,0,13,29.5,30.7,75.9,,52.5,24.3,0.0,0,0,24,24,4.2,1,1
Darnell Savage,34247,S,JAX,13,3,8.8,0,0,15,41.5,46.9,83.6,51.8,62.0,61.1,16.1,5,1,298,307,2.3,7,23
Zayne Anderson,34622,S,GB,5,1,5.0,0,0,12,75.6,80.8,80.7,59.2,73.0,65.6,25.0,1,0,44,46,2.3,1,2
Zack Baun,34632,LB,PHI,20,28,3.5,0,2,24,90.9,90.1,58.7,74.4,79.4,61.2,11.1,12,2,392,402,11.2,44,68
Johnathan Abram,34646,S,NO,3,2,12.7,0,0,20,45.1,35.1,0.0,40.4,46.1,28.9,27.3,3,1,48,49,4.2,2,6
Akeem Davis-Gaither,34788,LB,CIN,17,11,4.0,1,0,7,57.5,59.0,53.4,63.5,60.6,50.2,9.3,4,3,193,195,7.8,15,28
Jamel Dean,34918,CB,TB,13,4,12.4,2,0,30,75.4,75.7,88.0,55.8,69.3,67.9,10.0,1,4,222,227,0.5,1,5
Josh Butler,35097,CB,DAL,4,4,7.0,0,0,9,47.9,49.9,80.5,63.6,58.0,70.2,0.0,0,1,56,57,0.0,0,1
Trevis Gipson,35241,ED,SEA,4,0,,0,0,29,29.1,33.1,0.0,53.5,57.1,21.5,,0,1,16,17,0.0,0,0
Blake Cashman,35413,LB,MIN,15,20,2.9,0,0,18,62.1,72.0,46.2,72.0,76.3,71.7,8.2,5,2,291,306,7.6,22,36
Darrell Taylor,36001,ED,CHI,16,3,4.3,0,0,6,53.1,59.1,37.9,70.5,48.9,64.2,8.0,2,3,134,134,9.0,12,20
T.J. Smith,36851,DI,CAR,3,1,4.0,0,0,5,,47.1,78.4,55.2,44.7,68.7,0.0,0,0,20,21,0.0,0,1
Shy Tuttle,37279,DI,CAR,15,11,4.3,0,0,5,97.6,42.7,77.0,51.4,33.5,36.5,10.9,5,1,361,372,3.6,13,30
Quinton Bell,37468,ED,MIA,14,5,1.5,0,0,17,49.0,64.8,59.6,65.9,69.0,58.0,10.0,2,1,128,131,8.6,11,13
Troy Reeder,38268,LB,LA,6,7,4.1,0,0,26,55.9,57.9,80.8,50.2,61.7,62.0,18.5,5,0,177,183,5.1,9,15
Camryn Bynum,38408,S,MIN,18,13,8.2,0,0,18,58.6,61.6,91.0,50.7,67.8,72.5,17.1,7,0,311,324,1.6,5,21
Cameron Goode,38410,ED,MIA,1,0,,0,0,17,62.0,55.6,73.5,52.2,60.0,,,0,0,1,1,0.0,0,0
Casey Toohill,38472,ED,BUF,14,4,2.2,0,0,4,71.5,51.1,87.4,53.0,47.2,53.3,13.3,2,0,125,130,5.6,7,9
Matthew Adams,38526,LB,NYG,1,0,,0,0,21,60.7,52.3,63.6,39.4,60.0,25.6,,0,0,1,1,0.0,0,0
Folorunso Fatukasi,38558,DI,HST,13,5,1.4,0,0,13,65.7,35.6,17.3,56.9,33.9,50.7,4.0,1,4,182,186,8.2,15,19
Maurice Hurst,38563,DI,CLV,8,5,2.6,0,0,8,55.4,45.3,45.6,53.7,50.8,63.0,0.0,0,1,88,91,6.8,6,11
Eric Wilson,38587,LB,GB,18,12,3.3,0,0,12,59.1,64.3,85.9,71.0,64.7,51.8,11.8,4,0,238,248,5.0,12,18
Joe Giles-Harris,39382,LB,JAX,2,1,,0,0,15,50.6,73.7,71.4,60.0,77.2,75.9,0.0,0,0,8,8,0.0,0,0
Devin Duvernay,40006,WR,JAX,1,0,,0,0,15,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tershawn Wharton,40292,DI,KC,19,9,2.5,0,0,16,47.3,60.8,78.9,71.9,48.3,28.9,15.6,5,1,244,251,6.1,15,18
Chazz Surratt,40313,LB,NYJ,12,3,1.6,0,0,22,76.7,72.7,75.9,64.9,62.1,71.2,7.7,1,0,71,75,9.9,7,9
L'Jarius Sneed,40588,CB,TEN,5,0,10.8,1,0,31,36.8,36.3,0.0,42.4,57.7,45.9,20.0,2,4,127,132,3.9,5,8
Reggie Gilliam,40951,FB,BUF,1,0,2.0,0,0,4,,62.2,60.1,60.0,60.0,70.6,0.0,0,2,1,1,0.0,0,1
Alohi Gilman,41662,S,LAC,12,7,10.1,0,0,27,64.5,64.3,33.2,61.7,66.5,60.3,20.7,6,3,243,251,2.1,5,16
Trevon Diggs,41817,CB,DAL,11,1,6.2,3,0,9,60.3,56.6,29.7,60.0,43.9,34.5,21.1,4,5,284,294,1.4,4,14
Jalen Virgil,41991,WR,BUF,1,0,,0,0,4,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Ed Oliver,42200,DI,BUF,17,9,1.4,0,0,4,74.3,72.6,77.1,78.6,50.4,31.4,21.2,7,1,248,254,5.2,13,17
Divine Deablo,42208,LB,LV,14,8,3.7,1,0,23,53.2,56.8,64.0,66.6,58.7,55.0,19.4,7,1,300,309,5.0,15,21
Bryce Hall,42313,CB,TB,1,0,,0,0,30,43.1,45.2,72.1,,60.0,,,0,0,6,6,0.0,0,0
Janarius Robinson,42447,ED,LV,8,0,2.3,0,0,23,63.4,42.6,4.8,52.3,48.2,53.5,25.0,1,2,36,36,8.3,3,3
Amen Ogbongbemiga,42449,LB,CHI,2,0,,0,0,6,63.1,70.9,72.3,75.4,60.0,76.0,,0,0,2,2,0.0,0,0
Isaiah Simmons,42451,LB,NYG,10,0,7.6,0,1,21,43.6,45.6,81.1,52.9,61.5,49.0,16.7,1,0,36,37,8.3,3,5
K'Von Wallace,42467,S,SEA,9,0,7.7,0,0,29,41.8,38.1,79.4,60.0,48.1,33.9,14.3,1,0,68,72,1.5,1,6
Antoine Winfield Jr.,42475,S,TB,10,11,10.7,0,0,30,50.8,57.8,0.0,81.0,73.3,74.5,10.3,3,3,213,219,1.9,4,15
Tomon Fox,42486,ED,NYG,10,6,1.0,0,0,21,49.2,62.4,86.6,60.6,63.9,29.0,16.7,2,0,107,110,2.8,3,4
Rashad Weaver,42495,ED,HST,1,0,,0,0,13,,37.6,76.3,66.9,35.9,24.2,100.0,1,0,9,9,0.0,0,0
Shemar Jean-Charles,42496,CB,NO,4,2,6.0,0,0,20,62.8,59.5,80.5,,45.6,64.4,25.0,1,0,59,61,0.0,0,1
Keir Thomas,42509,ED,LA,3,2,2.7,0,0,26,63.8,52.8,6.7,67.9,48.3,57.1,16.7,1,1,30,31,6.7,2,3
Daniel Thomas,42544,S,JAX,4,0,,0,0,15,60.7,54.3,0.0,58.4,60.5,44.7,,0,1,6,6,0.0,0,0
Krys Barnes,42548,LB,ARZ,14,5,2.6,0,0,1,58.0,63.1,6.8,63.1,71.8,71.6,5.9,1,1,74,74,9.5,7,11
Nazeeh Johnson,42553,CB,KC,16,7,3.8,1,0,16,52.8,54.0,85.9,64.1,55.6,70.8,16.0,4,2,179,181,4.5,8,14
Justin Strnad,42659,LB,DEN,15,6,3.8,1,0,10,50.4,49.9,30.4,67.0,50.5,44.7,10.9,5,4,232,238,8.2,19,35
Chauncey Golston,42718,ED,DAL,17,12,3.3,0,0,9,68.9,65.3,90.9,60.7,56.8,40.1,14.6,7,0,309,321,6.8,21,29
Nick Bosa,42741,ED,SF,14,7,2.1,1,0,28,73.6,91.1,64.5,89.3,79.9,43.7,13.5,5,4,260,267,6.9,18,25
Osa Odighizuwa,42754,DI,DAL,17,5,3.1,0,0,9,61.6,68.1,71.0,78.5,50.8,47.0,8.1,3,2,327,336,6.1,20,29
Curtis Robinson,42871,LB,SF,1,0,,0,0,28,,61.6,60.1,,60.0,,,0,0,1,1,0.0,0,0
Avery Williams,42873,HB,ATL,1,0,,0,0,2,76.6,75.1,60.0,,60.0,,,0,0,1,1,0.0,0,0
Troy Pride Jr.,42883,CB,DAL,2,0,,0,0,9,62.4,64.6,76.7,,69.9,36.7,,0,0,16,16,0.0,0,0
Kristian Fulton,42894,CB,LAC,16,1,4.2,4,0,27,66.6,68.9,87.4,60.0,73.1,64.0,21.4,3,9,320,325,1.9,6,10
Rashan Gary,42905,ED,GB,18,11,2.0,0,0,12,47.0,73.0,80.8,66.7,72.8,62.4,4.8,2,1,226,236,10.2,23,29
Khalid Kareem,42993,ED,ATL,2,2,3.7,0,0,2,60.4,79.1,76.5,72.3,72.7,75.0,0.0,0,0,17,18,11.8,2,3
Jonathon Cooper,43021,ED,DEN,18,8,2.3,0,0,10,54.6,68.0,64.0,66.2,69.6,45.2,12.2,5,3,303,309,7.9,24,28
Charvarius Ward,43034,CB,SF,12,6,4.7,0,0,28,58.2,56.2,85.5,43.6,48.4,70.1,11.5,3,3,298,305,2.7,8,17
Brandon Jones,43049,S,DEN,17,17,8.9,0,0,10,89.6,84.2,42.4,67.7,72.4,75.5,13.8,8,3,344,353,2.6,9,33
Devin White,43089,LB,HST,6,4,6.4,0,0,13,62.4,57.0,76.5,37.7,58.4,46.4,13.3,2,0,66,66,4.5,3,9
Jeremy Chinn,43179,S,WAS,20,24,6.7,0,0,32,64.5,65.2,71.5,61.0,64.7,77.1,7.4,6,3,510,520,3.9,20,51
Mack Wilson Sr.,43190,LB,ARZ,16,13,4.1,0,0,1,56.8,63.8,73.4,61.4,68.5,60.7,18.4,9,1,323,329,5.0,16,27
Richie Grant,43196,S,ATL,5,1,6.5,0,0,2,42.5,37.7,0.0,56.9,49.2,38.5,25.0,1,1,36,37,0.0,0,2
Joe Bachie,43250,LB,CIN,8,0,0.0,0,0,7,59.9,63.7,81.5,54.2,69.2,48.1,0.0,0,0,12,13,8.3,1,1
Damar Hamlin,43291,S,BUF,17,11,8.5,2,0,4,41.5,52.7,88.8,60.9,72.2,76.1,14.5,9,4,410,422,2.4,10,42
Myles Bryant,43336,CB,HST,7,2,3.5,0,0,13,62.7,65.0,79.3,60.0,70.0,30.0,20.0,1,0,46,46,4.3,2,2
Josh Metellus,43395,S,MIN,18,17,5.0,0,1,18,52.2,65.2,86.2,70.9,83.1,87.0,5.2,3,1,306,320,5.6,17,38
Nick Niemann,43500,LB,LAC,3,2,5.7,0,0,27,64.3,71.9,75.7,,69.4,59.9,0.0,0,0,30,31,3.3,1,6
Alex Highsmith,43507,ED,PIT,12,8,3.3,0,0,25,80.0,89.0,10.3,89.2,78.3,75.1,5.3,2,7,229,237,7.9,18,28
Darrell Baker Jr.,43542,CB,TEN,14,3,5.5,0,0,31,62.8,65.5,86.6,60.0,72.7,47.0,10.0,1,1,253,260,0.8,2,6
Ben Stille,43555,DI,ARZ,6,1,0.0,0,0,1,,47.7,80.7,56.8,41.9,26.8,50.0,2,0,40,40,2.5,1,1
Sam Franklin Jr.,43580,S,CAR,1,0,,0,0,5,60.4,62.9,70.7,,60.0,,,0,0,1,1,0.0,0,0
Jake Hansen,43645,LB,HST,7,3,3.6,0,0,13,62.7,78.0,80.6,64.2,85.5,60.1,6.7,1,0,55,56,10.9,6,11
Levi Onwuzurike,43679,DI,DET,17,5,2.4,0,0,11,63.5,70.2,77.9,66.2,66.5,48.7,10.7,3,1,237,244,6.3,15,20
Jeffery Simmons,43742,DI,TEN,16,15,1.7,0,0,31,57.7,80.4,41.1,81.6,73.7,34.9,10.4,7,5,334,342,10.2,34,45
Elerson Smith,43766,ED,CLV,2,1,0.0,0,0,8,,46.3,77.4,56.0,48.3,29.7,33.3,1,0,15,16,6.7,1,1
Derrick Brown,43883,DI,CAR,1,1,2.0,0,0,5,60.8,47.7,78.7,51.4,48.1,26.7,33.3,1,0,33,35,3.0,1,1
Pat Jones II,43974,ED,MIN,15,6,1.9,0,0,18,48.2,55.8,87.3,50.7,69.4,50.3,11.5,3,0,109,112,13.8,15,17
Byron Murphy Jr.,44027,CB,MIN,18,6,9.6,1,0,18,73.5,73.4,88.5,50.6,67.1,43.2,14.3,3,4,357,372,1.7,6,12
Benito Jones,44035,DI,MIA,17,8,0.8,0,0,17,53.0,51.3,72.6,63.0,47.6,41.1,16.0,4,1,226,233,5.3,12,13
Adetokunbo Ogundeji,44047,ED,PIT,3,0,,0,0,25,61.3,60.9,77.1,59.2,59.3,,,0,0,5,5,0.0,0,0
Julian Okwara,44152,ED,ARZ,13,4,0.0,0,0,1,46.9,61.6,60.4,60.7,69.9,30.0,10.0,1,1,135,137,3.0,4,5
Quinnen Williams,44216,DI,NYJ,16,4,2.1,1,0,22,64.6,68.6,33.3,76.1,57.5,27.2,22.9,8,5,258,267,6.2,16,23
Nnamdi Madubuike,44304,DI,BLT,19,11,2.4,0,0,3,62.6,69.1,46.3,69.4,64.3,59.1,4.5,2,6,263,270,8.0,21,31
Boogie Basham,44320,ED,NYG,4,6,-0.5,0,0,21,60.0,73.7,28.0,66.1,75.8,76.4,0.0,0,1,46,47,4.3,2,2
Naquan Jones,44363,DI,ARZ,12,10,3.0,0,0,1,60.0,63.2,83.7,61.6,60.3,65.8,5.3,1,0,124,126,4.0,5,8
Isaiahh Loudermilk,44416,DI,PIT,17,4,2.9,0,0,25,54.7,59.3,83.5,55.2,63.9,44.9,9.1,2,0,120,122,9.2,11,16
Kyzir White,44485,LB,ARZ,17,30,4.3,0,0,1,32.0,48.8,87.0,49.4,73.0,70.0,6.2,5,0,387,396,6.2,24,46
Elijah Garcia,44498,DI,NYG,5,5,1.1,1,0,21,60.0,66.5,82.3,57.3,68.5,75.7,0.0,0,1,63,64,9.5,6,8
Trysten Hill,44519,DI,NE,2,0,,0,0,19,,30.5,72.3,51.9,37.5,,,0,0,4,5,0.0,0,0
Brian Burns,44522,ED,NYG,17,11,2.0,1,0,21,63.4,78.5,74.0,82.9,61.8,59.5,10.5,6,3,348,356,8.6,30,40
D.J. Wonnum,44550,ED,CAR,8,9,5.1,0,0,5,56.6,55.0,85.0,56.4,53.0,55.6,6.5,2,0,181,188,5.0,9,20
Raekwon Davis,44582,DI,IND,17,5,2.0,1,0,14,62.8,37.1,15.1,54.1,38.7,74.0,0.0,0,4,174,175,2.3,4,6
Jonah Williams,44597,DI,DET,10,1,-1.0,0,0,11,57.0,38.2,81.5,61.9,33.8,27.7,50.0,2,0,56,58,1.8,1,1
Leki Fotu,44614,DI,NYJ,2,2,4.0,0,0,22,,36.3,77.1,53.0,38.1,70.4,0.0,0,0,31,32,3.2,1,1
Luke Masterson,45046,LB,LV,4,4,3.5,0,0,23,29.8,46.7,79.1,61.5,77.1,28.5,11.1,1,0,40,41,5.0,2,4
Jordan Fuller,45326,S,CAR,9,13,8.8,0,0,5,47.0,53.8,85.9,51.3,68.5,69.6,15.0,6,0,280,291,2.1,6,21
Eyioma Uwazurike,45414,DI,DEN,4,6,1.3,0,0,10,,76.2,78.2,60.9,75.8,74.0,0.0,0,0,38,39,7.9,3,3
Brandon Stephens,45644,CB,BLT,19,2,5.0,0,0,3,49.4,54.0,89.4,92.9,66.6,57.0,16.7,2,7,339,347,1.5,5,8
Blake Lynch,47621,LB,KC,1,3,2.3,0,0,16,63.0,87.3,71.0,,82.6,80.4,0.0,0,0,21,21,9.5,2,3
Trent Sherfield,48021,WR,MIN,1,0,,0,0,18,,60.0,60.5,,60.0,,,0,1,1,1,0.0,0,0
Brandon Powell,48036,WR,MIN,2,0,,1,0,18,,60.7,60.0,,60.0,,,0,2,2,2,0.0,0,0
Da'Shawn Hand,48386,DI,MIA,17,7,2.2,1,1,17,59.5,60.5,62.5,58.6,61.8,59.9,6.7,2,2,231,242,6.9,16,21
Jalyn Holmes,48400,DI,WAS,19,7,2.1,0,0,32,41.2,49.3,87.4,52.6,51.7,55.9,13.0,3,0,177,183,6.2,11,13
Kentavius Street,48404,DI,ATL,13,2,1.4,1,0,2,74.5,61.5,62.3,57.4,60.4,50.8,6.7,1,2,108,116,6.5,7,12
Anthony Nelson,48405,ED,TB,18,9,4.3,0,1,30,58.1,56.6,90.0,61.0,46.5,64.6,7.7,2,0,199,205,3.0,6,15
Jonathan Greenard,48407,ED,MIN,18,7,1.7,2,0,18,66.9,81.1,71.0,80.5,68.5,29.9,20.0,9,4,306,319,7.5,23,29
Mike Danna,48415,ED,KC,16,14,2.8,0,0,16,64.4,59.2,80.8,55.8,57.6,79.1,0.0,0,1,228,235,4.8,11,23
Demone Harris,48452,ED,ATL,9,2,2.0,0,0,2,79.9,63.0,57.7,48.7,69.0,78.8,0.0,0,1,67,69,4.5,3,3
James Smith-Williams,48455,ED,ATL,10,3,-0.1,0,0,2,79.8,60.9,86.6,52.0,57.0,71.2,0.0,0,0,145,149,4.8,7,9
Sam Hubbard,48457,ED,CIN,14,10,3.4,0,0,7,57.3,58.9,89.5,47.6,67.7,61.0,0.0,0,0,237,240,6.8,16,26
Tyquan Lewis,48475,ED,IND,10,3,1.7,0,1,14,63.4,65.0,70.3,55.8,70.4,40.2,8.7,2,1,157,162,8.9,14,18
Carl Granderson,48500,ED,NO,17,11,2.2,0,0,20,87.8,79.7,73.7,70.3,73.3,33.6,17.0,9,2,274,280,9.9,27,33
Oshane Ximines,48538,ED,NE,2,0,8.0,0,0,19,61.0,66.4,73.4,58.8,64.5,69.9,0.0,0,0,2,2,0.0,0,1
Dorance Armstrong,48557,ED,WAS,19,6,2.2,0,1,32,66.0,65.3,62.2,78.0,41.4,28.7,22.2,8,3,273,281,6.6,18,22
Harold Landry III,48600,ED,TEN,17,11,1.3,0,0,31,74.7,70.5,84.7,49.6,82.2,74.3,4.7,2,1,355,366,7.3,26,30
Roy Lopez,48676,DI,ARZ,16,11,3.1,0,0,1,65.8,54.9,69.2,67.4,45.5,27.4,20.0,7,1,217,222,5.5,12,17
Harrison Phillips,48690,DI,MIN,18,24,3.4,0,0,18,67.1,58.3,88.0,60.7,52.7,65.6,2.0,1,0,311,324,5.5,17,26
Daron Payne,48698,DI,WAS,19,6,1.4,1,0,32,61.4,51.8,60.8,60.3,46.3,27.8,20.0,8,3,313,318,7.0,22,26
Greg Gaines,48706,DI,TB,16,8,1.7,0,0,30,59.2,56.0,52.8,50.0,65.8,28.5,15.4,4,2,142,148,7.0,10,14
Taven Bryan,48753,DI,IND,17,6,1.8,0,0,14,60.4,58.2,45.5,65.3,55.3,64.8,5.0,1,3,176,179,4.5,8,13
Bruce Hector,48759,DI,NYJ,6,5,-0.2,0,0,22,,62.0,81.1,53.5,64.1,73.8,0.0,0,0,69,70,5.8,4,5
L.J. Collier,48822,DI,ARZ,17,6,2.8,0,0,1,60.1,49.2,74.9,57.4,44.1,31.7,17.2,5,1,254,260,4.7,12,18
Eli Ankou,48856,DI,BUF,2,4,0.0,0,0,4,,47.7,76.7,53.7,49.9,71.0,0.0,0,0,23,23,4.3,1,1
Daniel Ekuale,48874,DI,NE,16,16,3.2,0,0,19,64.5,60.3,87.9,51.9,62.7,71.2,2.0,1,0,340,348,6.8,23,34
Poona Ford,48875,DI,LAC,18,14,1.8,0,0,27,68.6,85.3,87.9,70.0,80.3,45.1,8.1,3,0,261,266,5.7,15,20
Justin Jones,48940,DI,ARZ,3,2,5.7,0,0,1,,30.2,80.3,51.6,28.3,44.7,16.7,1,0,39,39,2.6,1,3
