year,week,player,pos,pred,actual,error,abs_error
2023,17,Rashee Rice,WR,13.2,17.700000762939453,-4.500000762939454,4.500000762939454
2024,9,Hunter Henry,TE,8.1,12.600000381469727,-4.500000381469727,4.500000381469727
2023,8,Kendrick Bourne,WR,8.1,12.600000381469727,-4.500000381469727,4.500000381469727
2025,4,Caleb Williams,QB,16.28,11.779999732971191,4.50000026702881,4.50000026702881
2024,7,Tucker Kraft,TE,7.8,12.300000190734863,-4.5000001907348635,4.5000001907348635
2024,6,Devaughn Vele,WR,7.3,11.800000190734863,-4.5000001907348635,4.5000001907348635
2023,14,Sam LaPorta,TE,9.2,4.699999809265137,4.500000190734863,4.500000190734863
2024,6,Courtland Sutton,WR,10.8,15.300000190734863,-4.500000190734863,4.500000190734863
2024,16,Zay Flowers,WR,10.8,15.300000190734863,-4.500000190734863,4.500000190734863
2024,7,Terry McLaurin,WR,11.3,15.800000190734863,-4.500000190734863,4.500000190734863
2025,17,Ladd McConkey,WR,8.6,4.099999904632568,4.500000095367431,4.500000095367431
2025,13,Troy Franklin,WR,8.6,4.099999904632568,4.500000095367431,4.500000095367431
2023,9,Isiah Pacheco,RB,11.1,6.599999904632568,4.500000095367431,4.500000095367431
2024,14,Allen Lazard,WR,7.3,2.799999952316284,4.500000047683716,4.500000047683716
2025,6,A.J. Brown,WR,9.5,14.0,-4.5,4.5
2024,17,Amon-Ra St. Brown,WR,15.5,20.0,-4.5,4.5
2024,15,Zach Ertz,TE,9.0,4.5,4.5,4.5
2024,13,Calvin Ridley,WR,11.0,6.5,4.5,4.5
2023,16,Curtis Samuel,WR,7.5,3.0,4.5,4.5
2025,4,Sterling Shepard,WR,8.5,4.0,4.5,4.5
2023,4,Mike Evans,WR,11.5,7.0,4.5,4.5
2025,9,Darnell Mooney,WR,7.0,2.5,4.5,4.5
2023,14,Khalil Shakir,WR,6.7,2.200000047683716,4.499999952316284,4.499999952316284
2024,15,Kareem Hunt,RB,10.4,5.900000095367432,4.499999904632569,4.499999904632569
2025,13,Cade Otton,TE,7.4,2.9000000953674316,4.499999904632569,4.499999904632569
2023,12,DeAndre Hopkins,WR,12.4,7.900000095367432,4.499999904632569,4.499999904632569
2025,9,Kyle Pitts,TE,12.3,7.800000190734863,4.499999809265137,4.499999809265137
2025,6,Jacory Croskey-Merritt,RB,10.3,5.800000190734863,4.499999809265137,4.499999809265137
2023,12,Ja'Marr Chase,WR,16.6,12.100000381469727,4.499999618530275,4.499999618530275
2024,5,Tyreek Hill,WR,8.4,12.899999618530273,-4.499999618530273,4.499999618530273
2023,11,Darrell Henderson,RB,8.4,12.899999618530273,-4.499999618530273,4.499999618530273
2025,7,Isiah Pacheco,RB,7.9,12.399999618530273,-4.499999618530273,4.499999618530273
2024,5,Josh Downs,WR,11.4,15.899999618530273,-4.499999618530273,4.499999618530273
2023,9,Zach Wilson,QB,11.7,7.21999979019165,4.480000209808349,4.480000209808349
2025,6,Justin Herbert,QB,14.3,18.760000228881836,-4.460000228881835,4.460000228881835
2023,16,Justin Fields,QB,20.04,24.5,-4.460000000000001,4.460000000000001
2025,14,Bucky Irving,RB,20.56,16.100000381469727,4.459999618530272,4.459999618530272
2025,16,Saquon Barkley,RB,16.75,21.200000762939453,-4.450000762939453,4.450000762939453
2025,10,David Montgomery,RB,14.52,10.100000381469727,4.419999618530273,4.419999618530273
2025,11,Jacoby Brissett,QB,17.46,21.8799991607666,-4.419999160766601,4.419999160766601
2024,14,Jared Goff,QB,17.61,22.020000457763672,-4.410000457763672,4.410000457763672
2024,5,Kyren Williams,RB,19.91,15.5,4.41,4.41
2023,16,Austin Ekeler,RB,16.01,11.600000381469727,4.409999618530275,4.409999618530275
2025,16,Mike Evans,WR,9.7,14.100000381469727,-4.400000381469727,4.400000381469727
2024,8,Malik Nabers,WR,9.7,14.100000381469727,-4.400000381469727,4.400000381469727
2024,12,Tucker Kraft,TE,6.2,10.600000381469727,-4.400000381469726,4.400000381469726
2023,12,Cole Kmet,TE,6.9,11.300000190734863,-4.400000190734863,4.400000190734863
2023,7,Christian Watson,WR,10.1,5.699999809265137,4.400000190734863,4.400000190734863
2024,14,Brock Bowers,TE,12.6,8.199999809265137,4.400000190734863,4.400000190734863
2025,4,Isiah Pacheco,RB,8.4,12.800000190734863,-4.400000190734863,4.400000190734863
2023,13,Samaje Perine,RB,7.0,2.5999999046325684,4.400000095367432,4.400000095367432
2023,12,Jerry Jeudy,WR,7.5,3.0999999046325684,4.400000095367432,4.400000095367432
2025,15,Jaylen Waddle,WR,9.0,4.599999904632568,4.400000095367432,4.400000095367432
2025,15,Hunter Henry,TE,7.2,2.799999952316284,4.400000047683716,4.400000047683716
2025,5,Cam Ward,QB,12.4,8.0,4.4,4.4
2023,9,Mark Andrews,TE,12.6,17.0,-4.4,4.4
2024,15,Tony Pollard,RB,12.9,8.5,4.4,4.4
2024,4,Amari Cooper,WR,11.9,7.5,4.4,4.4
2024,15,Josh Palmer,WR,7.4,3.0,4.4,4.4
2023,9,Jakobi Meyers,WR,9.1,13.5,-4.4,4.4
2023,7,Jakobi Meyers,WR,13.6,18.0,-4.4,4.4
2025,8,Brashard Smith,RB,5.2,0.800000011920929,4.399999988079071,4.399999988079071
2023,5,Nico Collins,WR,11.3,6.900000095367432,4.399999904632569,4.399999904632569
2024,10,Raheem Mostert,RB,9.8,5.400000095367432,4.399999904632569,4.399999904632569
2025,11,Pat Freiermuth,TE,7.3,2.9000000953674316,4.399999904632568,4.399999904632568
2025,10,Kendrick Bourne,WR,7.3,2.9000000953674316,4.399999904632568,4.399999904632568
2023,10,Christian Watson,WR,8.7,4.300000190734863,4.399999809265136,4.399999809265136
2025,7,Kyle Pitts,TE,8.8,13.199999809265137,-4.399999809265136,4.399999809265136
2025,8,Isiah Pacheco,RB,10.2,5.800000190734863,4.399999809265136,4.399999809265136
2024,14,A.J. Brown,WR,12.7,8.300000190734863,4.399999809265136,4.399999809265136
2023,9,Kenny Pickett,QB,14.7,10.300000190734863,4.399999809265136,4.399999809265136
2023,11,Adam Thielen,WR,11.0,15.399999618530273,-4.399999618530273,4.399999618530273
2025,14,Colston Loveland,TE,8.5,12.899999618530273,-4.399999618530273,4.399999618530273
2025,14,Michael Pittman,WR,12.5,16.899999618530273,-4.399999618530273,4.399999618530273
2024,8,Bucky Irving,RB,11.0,15.399999618530273,-4.399999618530273,4.399999618530273
2023,16,Tyreek Hill,WR,14.5,18.899999618530273,-4.399999618530273,4.399999618530273
2024,13,Puka Nacua,WR,12.9,17.299999237060547,-4.3999992370605465,4.3999992370605465
2024,17,Tyrone Tracy Jr.,RB,13.69,9.300000190734863,4.389999809265136,4.389999809265136
2025,11,Caleb Williams,QB,14.7,10.319999694824219,4.3800003051757805,4.3800003051757805
2025,4,Javonte Williams,RB,14.62,19.0,-4.380000000000001,4.380000000000001
2023,13,Najee Harris,RB,14.06,9.699999809265137,4.360000190734864,4.360000190734864
2023,13,Desmond Ridder,QB,13.2,8.84000015258789,4.359999847412109,4.359999847412109
2024,15,D'Andre Swift,RB,14.25,9.899999618530273,4.350000381469727,4.350000381469727
2025,9,Ashton Jeanty,RB,15.55,19.899999618530273,-4.349999618530273,4.349999618530273
2023,16,Derrick Henry,RB,17.03,21.3799991607666,-4.3499991607666,4.3499991607666
2025,13,Chase Brown,RB,13.97,18.299999237060547,-4.329999237060546,4.329999237060546
2024,8,David Montgomery,RB,10.6,14.920000076293945,-4.320000076293946,4.320000076293946
2025,13,Baker Mayfield,QB,18.78,14.460000038146973,4.3199999618530285,4.3199999618530285
2023,17,Devin Singletary,RB,15.92,11.600000381469727,4.319999618530273,4.319999618530273
2024,10,Drake London,WR,13.4,17.700000762939453,-4.300000762939453,4.300000762939453
2024,8,Mark Andrews,TE,10.3,14.600000381469727,-4.300000381469726,4.300000381469726
2023,5,Zay Jones,WR,7.0,11.300000190734863,-4.300000190734863,4.300000190734863
2024,9,Tyler Lockett,WR,11.0,15.300000190734863,-4.300000190734863,4.300000190734863
2024,16,Sam LaPorta,TE,10.0,14.300000190734863,-4.300000190734863,4.300000190734863
2025,14,Keenan Allen,WR,9.5,5.199999809265137,4.300000190734863,4.300000190734863
2024,5,Marvin Harrison Jr.,WR,9.9,5.599999904632568,4.300000095367432,4.300000095367432
2025,12,Ricky Pearsall,WR,7.1,2.799999952316284,4.3000000476837155,4.3000000476837155
2025,13,Jaylen Waddle,WR,11.3,7.0,4.300000000000001,4.300000000000001
2024,10,Amon-Ra St. Brown,WR,13.7,18.0,-4.300000000000001,4.300000000000001
2024,15,Sincere McCormick,RB,8.8,4.5,4.300000000000001,4.300000000000001
2024,7,Tyler Lockett,WR,12.8,8.5,4.300000000000001,4.300000000000001
2025,8,Aaron Jones,RB,9.3,5.0,4.300000000000001,4.300000000000001
2024,11,Rome Odunze,WR,8.2,12.5,-4.300000000000001,4.300000000000001
2025,15,Kayshon Boutte,WR,8.3,4.0,4.300000000000001,4.300000000000001
2025,7,DK Metcalf,WR,12.3,8.0,4.300000000000001,4.300000000000001
2024,5,Jake Ferguson,TE,8.7,13.0,-4.300000000000001,4.300000000000001
2023,11,Chig Okonkwo,TE,5.9,1.600000023841858,4.2999999761581424,4.2999999761581424
2023,8,Zay Flowers,WR,11.2,6.900000095367432,4.299999904632568,4.299999904632568
2024,15,Rome Odunze,WR,10.2,5.900000095367432,4.299999904632568,4.299999904632568
2024,4,Andrei Iosivas,WR,8.2,3.9000000953674316,4.299999904632568,4.299999904632568
2024,7,Brandon Aiyuk,WR,8.6,4.300000190734863,4.299999809265136,4.299999809265136
2024,4,Michael Wilson,WR,9.1,4.800000190734863,4.299999809265136,4.299999809265136
2025,4,Ja'Marr Chase,WR,11.6,7.300000190734863,4.299999809265136,4.299999809265136
2024,13,Rachaad White,RB,13.1,8.800000190734863,4.299999809265136,4.299999809265136
2024,17,Jauan Jennings,WR,9.4,13.699999809265137,-4.299999809265136,4.299999809265136
2023,6,Rachaad White,RB,11.1,6.800000190734863,4.299999809265136,4.299999809265136
2025,4,Brock Bowers,TE,13.9,9.600000381469727,4.299999618530274,4.299999618530274
2024,15,Joe Mixon,RB,14.9,10.600000381469727,4.299999618530274,4.299999618530274
2025,5,Trey McBride,TE,13.4,9.100000381469727,4.299999618530274,4.299999618530274
2023,6,Tyler Lockett,WR,11.1,15.399999618530273,-4.299999618530274,4.299999618530274
2024,7,Brian Robinson,RB,17.4,13.100000381469727,4.299999618530272,4.299999618530272
2024,15,Puka Nacua,WR,13.5,17.799999237060547,-4.299999237060547,4.299999237060547
2023,10,Garrett Wilson,WR,14.0,18.299999237060547,-4.299999237060547,4.299999237060547
2024,6,Bijan Robinson,RB,21.21,25.5,-4.289999999999999,4.289999999999999
2024,11,Javonte Williams,RB,14.43,18.700000762939453,-4.270000762939453,4.270000762939453
2024,15,Jayden Daniels,QB,19.37,23.639999389648438,-4.2699993896484365,4.2699993896484365
2024,6,Jordan Love,QB,21.36,25.6200008392334,-4.260000839233399,4.260000839233399
2025,17,RJ Harvey,RB,14.34,18.600000381469727,-4.260000381469727,4.260000381469727
2023,7,Trevor Lawrence,QB,13.8,18.059999465942383,-4.259999465942382,4.259999465942382
2024,10,Derek Carr,QB,16.21,20.459999084472656,-4.249999084472655,4.249999084472655
2023,5,Ryan Tannehill,QB,14.0,9.760000228881836,4.239999771118164,4.239999771118164
2025,13,Jared Goff,QB,16.43,20.639999389648438,-4.209999389648438,4.209999389648438
2023,7,Stefon Diggs,WR,22.0,17.799999237060547,4.200000762939453,4.200000762939453
2023,7,DJ Moore,WR,17.6,13.399999618530273,4.200000381469728,4.200000381469728
2024,9,Jerry Jeudy,WR,10.1,14.300000190734863,-4.200000190734864,4.200000190734864
2023,10,Adam Thielen,WR,14.4,10.199999809265137,4.200000190734864,4.200000190734864
2023,9,Rashid Shaheed,WR,9.4,5.199999809265137,4.200000190734864,4.200000190734864
2023,6,Dallas Goedert,TE,13.4,9.199999809265137,4.200000190734864,4.200000190734864
2023,10,Amari Cooper,WR,11.6,15.800000190734863,-4.200000190734864,4.200000190734864
2025,16,Brock Bowers,TE,10.1,14.300000190734863,-4.200000190734864,4.200000190734864
2025,17,Kenneth Walker III,RB,11.9,7.699999809265137,4.200000190734864,4.200000190734864
2025,8,George Pickens,WR,10.6,14.800000190734863,-4.200000190734864,4.200000190734864
2025,7,Brian Thomas Jr.,WR,10.3,6.099999904632568,4.200000095367432,4.200000095367432
2025,15,Stefon Diggs,WR,9.8,5.599999904632568,4.200000095367432,4.200000095367432
2024,12,Jayden Reed,WR,9.8,5.599999904632568,4.200000095367432,4.200000095367432
2023,11,Tyjae Spears,RB,8.8,4.599999904632568,4.200000095367432,4.200000095367432
2023,11,Najee Harris,RB,8.8,4.599999904632568,4.200000095367432,4.200000095367432
2025,17,Jalen Coker,WR,7.8,3.5999999046325684,4.2000000953674315,4.2000000953674315
2025,7,Cole Kmet,TE,6.8,2.5999999046325684,4.2000000953674315,4.2000000953674315
2024,5,Emanuel Wilson,RB,6.7,2.5,4.2,4.2
2025,5,Dyami Brown,WR,7.7,3.5,4.2,4.2
2024,12,Jerry Jeudy,WR,10.3,14.5,-4.199999999999999,4.199999999999999
2025,4,Cam Skattebo,RB,8.8,13.0,-4.199999999999999,4.199999999999999
2024,16,Amon-Ra St. Brown,WR,14.8,19.0,-4.199999999999999,4.199999999999999
2025,17,Courtland Sutton,WR,12.2,8.0,4.199999999999999,4.199999999999999
2023,9,K.J. Osborn,WR,7.9,3.700000047683716,4.1999999523162845,4.1999999523162845
2023,10,Darnell Mooney,WR,7.6,3.4000000953674316,4.199999904632568,4.199999904632568
2024,9,Bucky Irving,RB,10.6,6.400000095367432,4.199999904632568,4.199999904632568
2023,13,Pat Freiermuth,TE,10.1,5.900000095367432,4.199999904632568,4.199999904632568
2025,13,Trevor Lawrence,QB,17.46,21.65999984741211,-4.1999998474121085,4.1999998474121085
2025,10,Wan'Dale Robinson,WR,8.0,12.199999809265137,-4.199999809265137,4.199999809265137
