player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Kevin Dotson,46735,G,PIT,17,1,25,77.6,4,8,639,100.0,100.0,98.4,5,16,4,686,686,75.2,3,6,354,100.0,100.0,97.6,13,4,372,372
Chukwuma Okorafor,46302,T,PIT,17,1,25,62.8,5,33,639,100.0,100.0,96.6,4,41,3,686,686,58.4,4,25,354,100.0,100.0,95.3,31,2,372,372
James Daniels,45576,G,PIT,17,2,25,73.2,3,17,639,100.0,100.0,98.4,5,20,0,686,686,61.6,3,14,354,100.0,100.0,97.6,17,0,372,372
Dan Moore Jr.,60120,T,PIT,17,1,25,67.3,10,22,639,100.0,100.0,96.4,4,39,7,686,686,51.1,10,18,354,100.0,100.0,94.4,34,6,372,372
Jake Brendel,11117,C,SF,20,2,28,71.8,3,10,644,100.0,100.0,98.8,5,14,1,680,680,59.7,3,4,285,100.0,100.0,98.4,8,1,300,300
Damien Lewis,81532,G,SEA,17,1,29,73.1,3,15,637,100.0,100.0,98.1,4,21,3,679,679,59.9,2,13,296,100.0,100.0,96.8,17,2,318,318
Ryan Kelly,10652,C,IND,17,0,14,64.8,3,17,648,100.0,100.0,97.7,1,25,5,679,679,64.0,2,13,329,100.0,100.0,96.5,19,4,346,346
Abraham Lucas,60218,T,SEA,17,0,29,69.0,8,12,633,100.0,100.0,96.8,2,30,10,678,678,64.0,6,9,295,100.0,100.0,94.7,23,8,317,317
Laremy Tunsil,10647,T,HST,17,0,13,91.7,3,13,638,100.0,99.9,98.6,2,17,1,676,677,88.1,3,8,280,100.0,100.0,98.0,11,0,298,298
Charles Leno Jr.,8880,T,WAS,17,0,32,80.9,9,20,629,100.0,100.0,96.4,0,37,8,669,669,78.7,5,15,276,100.0,100.0,94.2,26,6,294,294
Braden Smith,46794,T,IND,16,2,14,75.9,7,16,636,100.0,100.0,97.1,6,30,7,669,669,75.1,4,13,328,100.0,100.0,95.9,22,5,345,345
Joel Bitonio,8670,G,CLV,17,0,8,80.2,6,13,616,100.0,100.0,98.3,4,20,1,667,667,78.1,3,8,300,100.0,100.0,97.8,12,1,327,327
Taylor Decker,10650,T,DET,17,0,11,76.5,9,20,626,100.0,100.0,97.0,1,33,4,665,665,66.1,6,16,299,100.0,100.0,95.0,26,4,323,323
Penei Sewell,81788,T,DET,17,1,11,74.2,6,20,625,99.8,99.7,97.6,5,28,2,663,665,71.1,3,15,299,100.0,100.0,96.7,19,1,323,323
Tyler Biadasz,41178,C,DAL,18,0,9,64.3,5,17,618,100.0,100.0,98.1,1,23,1,653,653,59.8,3,10,268,100.0,100.0,97.2,14,1,283,283
Jedrick Wills Jr.,58467,T,CLV,17,1,8,69.6,11,24,602,100.0,100.0,96.1,6,41,6,652,652,64.8,6,17,290,100.0,100.0,94.3,28,5,316,316
Lane Johnson,7786,T,PHI,18,3,24,90.1,0,11,614,100.0,100.0,99.1,5,11,0,651,651,88.7,0,8,262,100.0,100.0,98.5,8,0,278,278
Mason Cole,45547,C,PIT,17,1,25,63.8,4,15,605,100.0,100.0,98.1,1,21,2,651,651,51.2,4,13,329,100.0,100.0,96.8,19,2,347,347
Mike McGlinchey,46275,T,SF,20,2,28,65.4,3,27,616,100.0,100.0,96.6,8,36,6,650,650,56.3,3,18,270,100.0,100.0,94.3,26,5,285,285
Spencer Brown,42296,T,BUF,16,1,4,51.6,11,35,615,100.0,100.0,95.6,3,50,4,649,649,45.2,5,31,294,100.0,100.0,92.5,40,4,319,319
Jon Feliciano,9561,C,NYG,17,0,21,66.5,3,18,609,100.0,100.0,97.6,5,25,4,649,649,60.3,2,14,265,100.0,100.0,96.2,18,2,276,276
Kolton Miller,47013,T,LV,16,1,23,84.8,5,24,610,100.0,100.0,97.0,1,33,4,644,644,84.0,2,18,333,100.0,100.0,96.1,23,3,350,350
Josh Myers,59992,C,GB,17,1,12,74.3,2,8,604,100.0,100.0,98.7,2,13,3,643,643,60.0,2,7,221,100.0,100.0,97.1,11,2,238,238
Tytus Howard,25472,T,HST,17,3,13,70.2,5,30,604,100.0,100.0,96.6,3,38,3,640,640,66.5,3,18,263,100.0,100.0,95.2,23,2,280,280
Andrew Norwell,9126,G,WAS,16,1,32,60.8,4,21,602,100.0,100.0,97.3,3,29,4,639,639,58.1,1,12,263,100.0,100.0,96.0,17,4,281,281
A.J. Cann,9500,G,HST,16,0,13,64.8,7,22,601,100.0,100.0,96.8,0,34,5,637,637,54.6,3,17,265,100.0,100.0,94.7,24,4,282,282
Dylan Parham,60953,G,LV,17,0,23,48.8,9,40,600,100.0,100.0,94.9,2,55,6,635,635,35.0,7,28,313,100.0,100.0,92.8,40,5,330,330
Trey Pipkins III,91462,T,LAC,15,0,27,65.4,9,20,613,100.0,100.0,97.1,2,32,3,635,635,61.0,7,14,293,100.0,100.0,95.4,24,3,303,303
Mike Onwenu,27357,G,NE,17,0,19,83.1,2,11,596,100.0,100.0,98.7,1,14,1,634,634,78.6,1,10,309,100.0,100.0,98.2,11,0,331,331
Ben Powers,41482,G,BLT,18,1,3,86.7,1,11,596,100.0,100.0,98.8,1,13,1,633,633,76.0,0,6,232,100.0,100.0,98.3,7,1,248,248
Scott Quessenberry,23918,C,HST,16,0,13,25.8,4,25,596,100.0,100.0,96.4,0,36,7,633,633,21.9,3,15,270,100.0,100.0,94.8,23,5,287,287
Rob Havenstein,9490,T,LA,17,3,26,68.6,9,26,611,100.0,100.0,96.2,5,41,6,632,632,60.3,7,22,263,100.0,100.0,93.0,33,4,273,273
Tyler Linderbaum,82291,C,BLT,18,0,3,53.5,3,23,595,100.0,100.0,97.3,2,29,3,632,632,41.8,1,11,231,100.0,100.0,96.5,14,2,247,247
Trent Brown,9677,T,NE,17,4,19,76.1,8,23,590,100.0,100.0,96.0,8,39,8,629,629,66.9,7,18,305,100.0,100.0,93.9,31,6,327,327
Frank Ragnow,39137,C,DET,16,0,11,68.9,0,12,588,100.0,100.0,98.8,0,13,1,627,627,56.1,0,8,276,100.0,100.0,98.2,9,1,300,300
La'el Collins,9719,T,CIN,15,2,7,44.2,7,22,576,100.0,100.0,96.6,6,34,5,618,618,40.6,5,14,245,100.0,100.0,94.5,23,4,265,265
Tyler Shatley,9257,G,JAX,15,0,15,69.3,4,18,583,100.0,100.0,97.6,1,25,3,616,616,56.0,3,16,266,100.0,100.0,95.7,21,2,279,279
Aaron Banks,59983,G,SF,19,3,28,61.0,4,29,580,100.0,100.0,96.8,5,35,2,615,615,52.1,3,22,257,100.0,100.0,94.7,26,1,272,272
Jon Runyan,36661,G,GB,17,0,12,77.0,3,11,576,100.0,100.0,98.3,0,17,3,613,613,63.7,3,7,211,100.0,100.0,97.2,11,1,228,228
Christian Darrisaw,77373,T,MIN,15,0,18,82.4,6,12,576,100.0,100.0,97.6,1,23,5,612,612,78.9,3,6,269,100.0,100.0,96.5,14,5,285,285
Cam Fleming,8775,T,DEN,15,2,10,74.1,5,16,565,100.0,100.0,96.9,3,28,7,605,605,72.1,3,11,224,100.0,100.0,94.2,20,6,247,247
Corey Linsley,8796,C,LAC,15,2,27,90.2,1,6,584,100.0,100.0,99.4,3,7,0,601,601,82.7,1,5,267,100.0,100.0,98.9,6,0,273,273
Dalton Risner,47008,G,DEN,15,0,10,72.6,6,20,560,100.0,100.0,97.1,0,29,3,598,598,66.3,2,15,247,100.0,100.0,96.2,18,1,270,270
Cole Strange,22976,G,NE,17,1,19,67.8,1,17,559,100.0,100.0,97.5,2,23,5,598,598,54.0,1,14,289,100.0,100.0,95.7,20,5,311,311
Morgan Moses,8701,T,BLT,18,1,3,76.9,2,17,560,100.0,100.0,97.4,5,24,5,593,593,68.1,1,15,219,100.0,100.0,94.5,20,4,234,234
Mitch Morse,9482,C,BUF,15,2,4,70.1,3,13,564,100.0,100.0,97.9,3,20,4,591,591,68.7,2,5,275,100.0,100.0,97.6,10,3,296,296
Andre James,47058,C,LV,15,0,23,64.5,5,17,559,100.0,100.0,97.7,3,24,2,588,588,63.6,3,10,303,100.0,100.0,97.9,13,0,318,318
Jermaine Eluemunor,11914,T,LV,17,0,23,76.1,3,20,549,100.0,100.0,97.4,3,26,3,583,583,79.8,2,12,299,100.0,100.0,96.7,17,3,317,317
Graham Glasgow,10729,C,DEN,15,1,10,62.7,1,13,537,100.0,100.0,97.8,2,19,5,579,579,49.3,1,11,224,100.0,100.0,96.0,15,3,247,247
Garrett Bradbury,46013,C,MIN,13,1,18,63.8,8,19,535,100.0,100.0,97.1,2,29,2,571,571,53.0,5,16,246,100.0,100.0,94.9,23,2,264,264
Will Hernandez,46180,G,ARZ,13,1,1,79.1,1,12,524,100.0,100.0,98.2,4,16,3,565,565,68.5,1,10,198,100.0,100.0,96.2,13,2,216,216
Elgton Jenkins,46298,G,GB,15,0,12,67.8,1,13,527,100.0,100.0,98.1,1,17,3,562,562,60.6,0,10,191,100.0,100.0,95.8,13,3,207,207
Aaron Brewer,46014,G,TEN,17,0,31,45.4,4,28,531,100.0,100.0,96.2,1,36,4,562,562,37.1,2,19,229,100.0,100.0,93.7,25,4,241,241
Kevin Zeitler,7032,G,BLT,16,1,3,82.5,0,14,525,100.0,100.0,98.3,1,16,2,558,558,71.1,0,8,204,100.0,100.0,97.1,10,2,219,219
Cam Robinson,11789,T,JAX,14,1,15,74.8,4,19,527,99.8,99.6,97.1,2,27,4,558,560,56.5,4,16,219,100.0,100.0,94.1,23,3,231,231
Trent Williams,5529,T,SF,17,2,28,88.3,2,16,526,100.0,100.0,98.1,3,19,1,555,555,83.0,2,13,232,100.0,100.0,96.8,15,0,245,245
Ikem Ekwonu,98286,T,CAR,17,1,5,67.5,1,20,519,100.0,100.0,96.8,4,27,6,552,552,55.7,0,18,212,100.0,100.0,93.9,22,4,229,229
Taylor Moton,11819,T,CAR,17,1,5,82.4,1,17,519,100.0,100.0,97.7,2,21,3,552,552,79.8,1,12,212,100.0,100.0,95.5,16,3,229,229
Connor McGovern,41714,G,DAL,17,0,9,76.6,7,14,521,100.0,100.0,97.6,0,23,2,548,548,68.6,5,10,231,100.0,100.0,95.9,17,2,244,244
James Hurst,9001,T,NO,16,0,20,76.6,5,16,519,100.0,100.0,97.0,1,26,5,546,546,68.0,3,13,274,100.0,100.0,95.3,21,5,289,289
Braxton Jones,60092,T,CHI,17,3,6,70.5,4,29,510,100.0,100.0,95.4,3,40,7,542,542,53.1,3,21,190,100.0,100.0,90.5,30,6,206,206
Austin Corbett,46290,G,CAR,17,0,5,76.2,2,11,508,100.0,100.0,98.3,0,15,2,541,541,66.4,1,7,203,100.0,100.0,97.0,10,2,220,220
Sam Mustipher,13026,C,CHI,17,2,6,55.1,4,14,504,100.0,100.0,97.8,3,20,2,536,536,51.2,2,11,190,100.0,100.0,96.1,14,1,206,206
Ryan Ramczyk,11787,T,NO,16,0,20,76.4,5,12,510,100.0,100.0,97.7,1,20,3,536,536,73.3,4,10,261,100.0,100.0,96.2,17,3,276,276
Evan Neal,99063,T,NYG,15,0,21,42.3,10,34,503,100.0,100.0,94.0,1,52,8,534,534,28.1,6,27,207,100.0,100.0,89.6,38,5,216,216
Brady Christensen,51985,G,CAR,17,2,5,68.8,2,13,501,100.0,100.0,98.1,5,17,2,533,533,47.3,2,13,199,100.0,100.0,95.2,17,2,216,216
Alex Bars,47018,G,LV,14,1,23,55.4,11,22,500,100.0,100.0,95.7,2,38,5,528,528,42.4,10,16,263,100.0,100.0,93.9,29,3,279,279
Kenyon Green,99052,G,HST,15,4,13,27.0,12,31,495,100.0,100.0,94.8,9,47,4,525,525,8.3,8,23,227,100.0,100.0,91.4,35,4,241,241
Wyatt Teller,46131,G,CLV,15,1,8,67.9,5,17,480,100.0,100.0,96.9,2,26,4,520,520,60.0,3,12,228,100.0,100.0,95.4,18,3,248,248
Drew Dalman,52270,C,ATL,17,2,2,55.1,4,23,486,100.0,100.0,97.2,6,27,0,517,517,63.4,4,5,142,100.0,100.0,96.8,9,0,152,152
Chris Lindstrom,46692,G,ATL,17,0,2,81.7,1,6,486,100.0,100.0,98.9,0,9,2,517,517,78.7,0,4,142,100.0,100.0,98.6,4,0,152,152
Jake Matthews,8641,T,ATL,17,3,2,80.9,5,8,486,100.0,100.0,97.8,3,17,4,517,517,78.5,1,5,142,100.0,100.0,96.5,8,2,152,152
Kaleb McGary,46912,T,ATL,17,1,2,66.9,3,10,486,100.0,100.0,97.4,2,19,6,517,517,62.0,1,4,142,100.0,100.0,94.7,10,5,152,152
Cesar Ruiz,59857,G,NO,14,0,20,63.4,2,9,491,100.0,100.0,98.3,1,14,3,516,516,52.8,2,7,252,100.0,100.0,97.0,12,3,267,267
Nick Leverett,27699,G,TB,11,0,30,71.0,4,8,481,100.0,100.0,98.8,0,12,0,513,513,75.7,3,5,214,100.0,100.0,98.1,8,0,229,229
Dennis Daley,60063,T,TEN,16,2,31,45.5,9,31,483,100.0,100.0,93.4,3,52,12,508,508,34.6,2,21,208,100.0,100.0,90.1,32,9,216,216
Jack Conklin,10642,T,CLV,14,4,8,78.8,1,10,477,100.0,100.0,98.4,8,13,2,508,508,75.4,1,7,226,100.0,100.0,97.3,10,2,243,243
Nicholas Petit-Frere,82003,T,TEN,16,0,31,50.0,6,24,473,100.0,100.0,95.8,3,35,5,504,504,40.7,5,16,199,100.0,100.0,92.7,25,4,211,211
Billy Price,46795,C,ARZ,11,0,1,66.0,1,10,466,100.0,100.0,97.7,1,16,5,501,501,51.5,1,8,185,100.0,100.0,95.9,12,3,199,199
Jonah Jackson,37070,G,DET,13,1,11,53.0,4,22,467,100.0,100.0,97.2,3,26,0,494,494,41.3,3,16,223,100.0,100.0,95.7,19,0,242,242
David Andrews,9948,C,NE,14,3,19,65.0,1,10,449,100.0,100.0,98.3,5,13,2,485,485,55.3,1,9,233,100.0,100.0,97.0,12,2,253,253
Terron Armstead,7856,T,MIA,14,1,17,81.4,2,13,459,100.0,100.0,98.1,3,16,1,483,483,71.0,2,7,140,100.0,100.0,96.8,9,0,145,145
Brandon Shell,10792,T,MIA,13,1,17,51.7,8,30,452,100.0,100.0,95.4,2,40,2,479,479,49.2,6,18,157,100.0,100.0,91.1,26,2,163,163
Quinn Meinerz,112915,G,DEN,13,0,10,67.1,3,10,450,100.0,100.0,97.9,1,16,3,479,479,60.4,3,8,200,100.0,100.0,95.7,14,3,218,218
Ethan Pocic,11813,C,CLV,13,0,8,71.5,0,8,424,100.0,100.0,98.6,1,10,2,461,461,67.2,0,6,210,100.0,100.0,97.6,8,2,229,229
Gabe Jackson,8716,G,SEA,16,0,29,52.5,7,23,433,100.0,100.0,95.6,0,34,4,457,457,37.0,3,20,197,100.0,100.0,92.1,27,4,208,208
Evan Brown,38709,G,DET,13,2,11,45.5,4,16,426,100.0,100.0,97.2,3,22,2,456,456,33.0,3,15,210,100.0,100.0,95.2,19,1,228,228
Duane Brown,4340,T,NYJ,12,0,22,72.3,4,18,439,100.0,100.0,97.3,1,23,1,450,450,62.0,4,12,193,100.0,100.0,95.3,17,1,199,199
Yosh Nijman,60822,T,GB,17,3,12,74.4,1,22,419,100.0,100.0,96.1,5,28,5,448,448,70.7,0,17,160,100.0,100.0,91.6,22,5,170,170
Terence Steele,39461,T,DAL,13,0,9,63.7,4,15,412,100.0,100.0,97.5,0,20,1,439,439,60.3,4,10,167,100.0,100.0,95.2,15,1,178,178
Spencer Burford,81920,G,SF,19,0,28,60.3,6,8,410,100.0,100.0,97.3,2,18,4,432,432,44.8,5,7,181,100.0,100.0,95.0,15,3,195,195
Trai Turner,8727,G,WAS,13,1,32,59.1,5,15,405,100.0,100.0,97.0,1,22,2,431,431,58.2,5,10,187,100.0,100.0,96.0,15,0,197,197
Coleman Shelton,39316,C,LA,13,0,26,71.3,1,6,417,100.0,100.0,98.2,1,11,4,431,431,67.0,1,4,182,100.0,100.0,96.4,9,4,188,188
Bernhard Raimann,77948,T,IND,13,1,14,71.4,4,16,405,100.0,100.0,95.8,4,27,7,428,428,63.3,3,10,217,100.0,100.0,93.8,20,7,229,229
Erik McCoy,37347,C,NO,13,0,20,65.2,2,8,406,100.0,100.0,98.5,2,11,1,427,427,59.4,2,5,215,100.0,100.0,97.9,8,1,225,225
Nate Herbig,28844,G,NYJ,11,1,22,58.6,3,14,412,100.0,100.0,97.7,1,18,1,424,424,49.3,3,10,177,100.0,100.0,95.8,14,1,182,182
Luke Goedeke,77548,G,TB,10,0,30,46.7,3,19,399,100.0,100.0,96.7,1,24,2,419,419,26.2,3,15,169,100.0,100.0,93.5,20,2,179,179
Josh Jones,26634,T,ARZ,11,2,1,75.9,4,19,388,100.0,100.0,96.0,6,27,4,417,417,70.1,1,11,151,100.0,100.0,94.0,15,3,162,162
Liam Eichenberg,41851,G,MIA,10,1,17,39.6,7,18,387,100.0,100.0,96.3,2,27,2,409,409,21.9,4,13,140,100.0,100.0,92.5,19,2,147,147
Matt Pryor,46647,T,IND,11,0,14,40.8,5,20,367,100.0,100.0,95.0,2,31,6,388,388,19.5,5,16,190,100.0,100.0,91.3,27,6,201,201
Nate Davis,46808,G,TEN,12,0,31,66.8,1,10,360,100.0,100.0,97.6,1,14,3,385,385,44.3,1,9,145,100.0,100.0,95.2,12,2,155,155
D.J. Humphries,9457,T,ARZ,8,0,1,80.5,1,14,358,100.0,100.0,97.9,2,15,0,382,382,77.4,0,9,142,100.0,100.0,96.8,9,0,153,153
Will Fries,41530,G,IND,10,0,14,44.4,2,17,367,100.0,100.0,97.1,0,20,1,381,381,41.3,2,11,191,100.0,100.0,96.6,13,0,199,199
Ben Bredeson,27305,G,NYG,13,1,21,53.8,2,10,353,100.0,100.0,98.3,1,12,0,376,376,41.3,2,8,147,100.0,100.0,96.6,10,0,154,154
George Fant,11282,T,NYJ,8,0,22,46.7,8,14,359,100.0,100.0,95.5,2,27,5,372,372,55.4,5,9,186,100.0,100.0,94.1,18,4,193,193
Ben Jones,7099,C,TEN,12,0,31,68.4,2,7,346,100.0,100.0,98.4,2,10,1,371,371,76.7,1,2,153,100.0,100.0,98.4,4,1,164,164
Max Garcia,9566,G,ARZ,11,0,1,51.7,3,13,335,100.0,100.0,97.3,0,17,1,357,357,28.6,2,10,137,100.0,100.0,94.9,13,1,147,147
Greg Little,46254,T,MIA,12,0,17,30.6,8,23,336,100.0,100.0,94.2,1,35,4,357,357,28.5,6,16,123,100.0,100.0,88.6,25,3,130,130
Cornelius Lucas,9025,T,WAS,13,0,32,63.5,8,22,337,100.0,100.0,94.4,0,34,4,356,356,50.0,7,17,145,100.0,100.0,90.3,26,2,156,156
Hjalte Froholdt,44959,C,CLV,10,2,8,49.0,3,8,318,100.0,99.7,96.1,2,18,7,342,343,45.9,0,4,153,100.0,99.4,94.1,11,7,167,168
Cody Whitehair,10690,G,CHI,12,0,6,66.9,1,9,326,100.0,100.0,97.2,0,14,4,341,341,48.9,0,8,122,100.0,100.0,93.4,12,4,131,131
Sam Cosmi,60114,T,WAS,11,0,32,66.6,2,14,318,100.0,100.0,95.9,0,21,5,341,341,56.3,1,10,138,100.0,100.0,92.4,16,5,146,146
David Bakhtiari,7891,T,GB,11,0,12,87.8,0,10,322,99.7,99.7,98.4,1,10,0,339,340,77.2,0,8,127,100.0,100.0,96.9,8,0,134,134
Daniel Brunskill,34807,G,SF,17,0,28,74.0,1,13,320,100.0,100.0,97.8,0,14,0,337,337,56.7,1,13,141,100.0,100.0,95.0,14,0,142,142
Ronnie Stanley,10640,T,BLT,12,0,3,82.2,0,15,320,100.0,100.0,97.3,0,16,1,334,334,76.9,0,11,130,100.0,100.0,95.8,11,0,136,136
Robert Jones,100786,G,MIA,12,0,17,67.3,3,7,316,100.0,100.0,97.5,0,13,3,333,333,42.3,2,4,101,100.0,100.0,94.1,9,3,104,104
